State,Quarter,Text
Kansas,Q3,"After Roe v. Wade was overturned last year, some feared that other court rulings, including the 2003 decision that invalidated sodomy laws, could be revisited. Maryland and Minnesota recently repealed theirs. It has been 20 years since the Supreme Court invalidated sodomy laws with its decision in Lawrence v. Texas, but legal codes inherited from colonial laws and used to prosecute L.G.B.T.Q. people by banning some sexual acts remain in place across the country."
Kansas,Q3,"Extensive damage occurred at the company’s property in Rocky Mount, and many products used by hospitals appeared to have been affected. This could further exacerbate shortages. A tornado caused extensive damage to a Pfizer drug manufacturing site in Rocky Mount, N.C., on Wednesday, threatening critical supplies for hospitals across the country."
Kansas,Q3,"From meatpackers to home health aides, workers are struggling in sweltering temperatures and productivity is taking a hit. As much of the United States swelters under record heat, Amazon drivers and warehouse workers have gone on strike in part to protest working conditions that can exceed 100 degrees Fahrenheit."
Kansas,Q3,"The Packers-Bears rivalry starts anew and the hyped-up Jets will be tested against the Bills in a strong slate of games. There is a beautiful optimism to the start of every N.F.L. season. Just about every team believes it could be this year’s version of the 2022 Giants, who surprisingly stormed to a 9-7-1 record and the playoffs. Every newly acquired player, regardless of age or recent production, is the key to overall improvement, and every player who left was probably at the end of his utility, anyway."
Kansas,Q3,"As they struggle to recover after the pandemic, regional theaters are staging fewer shows, giving fewer performances, laying off staff and, in some cases, closing. There is less theater in America these days. Fewer venues. Fewer productions. Fewer performances."
Kansas,Q3,"Dr. Brian P. Monahan has been thrust into the center of a political controversy as Senator Mitch McConnell, the minority leader, seeks to dismiss concerns about his age and health. When Senator Mitch McConnell of Kentucky, 81, wanted to quiet concerns about his health after two alarming on-camera episodes in which he appeared unable to speak or move, he turned to Dr. Brian P. Monahan."
Kansas,Q3,The United Auto Workers said it had “reasonably productive conversations with Ford” but did not mention G.M. or Stellantis. The United Auto Workers union and the three Detroit automakers on Saturday resumed negotiations on a new labor contract as a targeted strike entered its second day.
Kansas,Q3,"Backers of a proposal to establish a right to abortion in the Ohio Constitution submitted enough valid signatures to put the question on the November ballot. Ohio voters will decide in November whether to amend their state Constitution to establish a right to abortion, after state officials said on Tuesday that proponents had submitted over 495,000 valid signatures from voters, more than enough to put the question on the ballot."
Kansas,Q3,"The second novel by the author of “The Nix” follows a young Chicago couple’s trajectory from pre-internet optimism to 21st-century ennui. Nathan Hill’s novels are, among other things, feats of narrative architecture. “My projects are vast creatures of shocking complexity,” a real-estate developer none-too-humbly notes early in Hill’s new novel, “Wellness” — “intricate, unruly, asynchronous, a little baroque.” Given the vastness of the 600-page book that follows, one can’t help imagining the author is supplying a would-be ars poetica of his own."
Kansas,Q3,"He was never charged with the deaths of seven people from cyanide-laced Tylenol, but he was convicted of extortion after he sent a letter to Johnson & Johnson demanding $1 million to “stop the killing.” James W. Lewis, the prime suspect in the deaths of seven people in 1982 from cyanide-laced Tylenol — a poisoning that terrified the nation and changed the way manufacturers packaged medications — died on Sunday in Cambridge, Mass. He was 76."
